8,859,40,1391472000
8,2350,41,1391644800
8,2387,42,1393632000
8,92,43,1398297600
9,247,0,1329609600
9,1317,1,1385942400
9,599,2,1385942400
9,1757,3,1404604800
9,2380,4,1404604800
10,1317,0,1184025600
10,1070,1,1217808000
10,1510,2,1221523200
10,26,3,1255737600
10,210,4,1340841600
11,1317,0,1216080000
11,63,1,1251936000
11,17,2,1253145600
11,27,3,1258588800
11,3,4,1260662400
11,251,5,1271289600
11,33,6,1272758400
11,15,7,1273708800
11,46,8,1277251200
11,13,9,1279756800
11,60,10,1282780800
11,416,11,1285113600
11,198,12,1287014400
11,8,13,1287619200
11,121,14,1295481600
11,294,15,1300320000
11,80,16,1303084800
11,355,17,1303344000
11,29,18,1311033600
11,50,19,1319068800
11,356,20,1319673600
11,314,21,1331769600
11,379,22,1340150400
11,384,23,1344988800
11,71,24,1345593600
11,723,25,1372204800
11,72,26,1381795200
11,428,27,1381795200
11,385,28,1381795200
11,672,29,1393372800
11,623,30,1395187200
11,174,31,1399766400
11,372,32,1399766400
12,519,0,1287619200
12,24,1,1289779200
12,435,2,1303344000
12,202,3,1308873600
12,57,4,1313539200
12,1317,5,1315699200
12,34,6,1325030400
12,186,7,1339804800
12,2319,8,1346112000
12,529,9,1353456000
12,127,10,1354924800
12,269,11,1364428800
12,1772,12,1364428800
12,171,13,1368921600
12,237,14,1368921600
12,146,15,1376092800
12,996,16,1388275200
12,830,17,1389398400
12,141,18,1391299200
12,585,19,1391299200
12,154,20,1394668800
12,35,21,1396915200
12,233,22,1396915200
12,114,23,1398470400
12,167,24,1399075200
12,181,25,1399766400
12,130,26,1399766400
12,252,27,1402099200
12,491,28,1402099200
12,2247,29,1404777600
12,363,30,1405036800
12,51,31,1405036800
12,206,32,1405468800
12,215,33,1405468800
12,216,34,1405468800
12,309,35,1405468800
12,178,36,1405728000
12,391,37,1405728000
13,699,0,1180051200
13,1210,1,1184371200
13,1451,2,1185408000
13,1324,3,1185580800
13,505,4,1185926400
13,516,5,1187568000
13,484,6,1187913600
13,447,7,1188604800
13,2186,8,1193270400
13,2075,9,1194825600
13,1229,10,1194825600
13,950,11,1194825600
13,1240,12,1194825600
13,895,13,1194825600
13,115,14,1195603200
13,1327,15,1195603200
13,633,16,1196208000
13,407,17,1196208000
13,504,18,1196812800
13,139,19,1202256000
13,1068,20,1208131200
13,472,21,1208649600
13,1238,22,1208736000
13,2102,23,1209340800
13,1452,24,1209427200
13,1659,25,1213488000
13,1505,26,1214611200
13,938,27,1239321600
13,1319,28,1245369600
13,854,29,1253923200
13,1317,30,1277164800
13,978,31,1294185600
13,648,32,1294185600
13,541,33,1305504000
13,1180,34,1305504000
13,345,35,1317600000
13,28,36,1319155200
13,506,37,1320364800
13,1265,38,1326067200
13,1952,39,1346544000
13,54,40,1349481600
13,1456,41,1357344000
13,1569,42,1361664000
13,494,43,1363824000
14,1451,0,1204329600
14,773,1,1211414400
14,1319,2,1218672000
14,2053,3,1220745600
14,1317,4,1225584000
14,1151,5,1228435200
14,36,6,1258243200
14,2247,7,1310256000
15,444,0,1326153600
15,688,1,1326153600
15,1317,2,1326240000
15,326,3,1326240000
15,918,4,1326240000
16,1229,0,1271203200
16,950,1,1271203200
16,777,2,1296518400
16,487,3,1369872000
16,771,4,1377216000
16,734,5,1384473600
16,2331,6,1385424000
16,1670,7,1385683200
16,1317,8,1386633600
16,1106,9,1386633600
17,943,0,1068249600
17,889,1,1070409600
17,769,2,1070409600
17,2078,3,1070409600
17,1134,4,1070409600
17,484,5,1070409600
17,599,6,1070582400
17,1618,7,1070582400
17,562,8,1070582400
18,887,0,1273104000
18,1612,1,1273190400
18,1803,2,1324339200
18,1892,3,1333411200
18,599,4,1371340800
18,1553,5,1371340800
18,1412,6,1404777600
19,263,0,1305763200
19,50,1,1306368000
19,41,2,1306368000
19,346,3,1308528000
19,334,4,1321401600
19,1194,5,1321488000
19,31,6,1367107200
19,657,7,1371081600
19,828,8,1374105600
19,1430,9,1374710400
19,599,10,1380067200
19,890,11,1380067200
19,2277,12,1380067200
19,461,13,1389484800
19,220,14,1389484800
19,327,15,1392076800
19,829,16,1392076800
19,234,17,1399248000
19,204,18,1399248000
19,252,19,1400889600
20,599,0,1222300800
20,905,1,1227139200
20,707,2,1227139200
20,1019,3,1259020800
20,778,4,1259020800
20,12,5,1264032000
20,107,6,1264032000
20,55,7,1269475200
20,15,8,1274227200
20,2,9,1274227200
20,38,10,1281916800
20,393,11,1293062400
20,424,12,1300320000
20,128,13,1321401600
20,403,14,1332374400
20,22,15,1362009600
20,1181,16,1368662400
20,322,17,1368662400
20,431,18,1371600000
20,318,19,1379548800
20,72,20,1381708800
20,533,21,1381708800
20,404,22,1400112000
20,197,23,1403049600
20,223,24,1403049600
21,996,0,1254009600
21,1214,1,1254009600
21,1504,2,1254009600
21,1082,3,1254009600
21,1468,4,1255737600
21,1648,5,1255737600
21,526,6,1255737600
21,16,7,1261872000
21,7,8,1262736000
21,1356,9,1267488000
21,38,10,1281398400
21,142,11,1282780800
21,24,12,1288224000
21,19,13,1289865600
21,76,14,1289865600
21,11,15,1301356800
21,199,16,1302134400
21,50,17,1306281600
21,44,18,1307923200
21,29,19,1312329600
21,28,20,1318636800
21,798,21,1325462400
21,599,22,1340323200
21,479,23,1364342400
21,972,24,1381276800
21,247,25,1386028800
21,150,26,1398038400
22,1680,0,1207958400
22,3,1,1245888000
22,36,2,1256601600
22,1797,3,1264809600
22,10,4,1274745600
22,1,5,1280102400
22,53,6,1282694400
22,982,7,1285459200
22,24,8,1288915200
22,416,9,1289088000
22,62,10,1293494400
22,599,11,1303776000
22,11,12,1303776000
22,263,13,1303776000
22,48,14,1304553600
22,256,15,1304553600
22,260,16,1306281600
22,673,17,1306627200
22,478,18,1324252800
22,488,19,1340668800
22,245,20,1356566400
22,430,21,1366675200
22,953,22,1369440000
22,169,23,1370044800
22,188,24,1372723200
22,185,25,1380326400
22,190,26,1385856000
22,396,27,1391040000
22,247,28,1392854400
22,37,29,1393372800
22,234,30,1399766400
22,932,31,1404172800
23,1476,0,1124323200
23,899,1,1227312000
23,1973,2,1310947200
23,528,3,1343606400
23,599,4,1375747200
24,1843,0,1362096000
24,599,1,1375056000
24,505,2,1375056000
24,1550,3,1375056000
24,541,4,1375056000
24,2015,5,1375056000
24,731,6,1376438400
24,700,7,1390348800
24,49,8,1390348800
24,1226,9,1396051200
24,263,10,1396051200
24,1030,11,1403827200
25,10,0,1275091200
25,66,1,1287273600
25,40,2,1306281600
25,250,3,1355616000
25,1887,4,1373241600
25,599,5,1401580800
25,275,6,1402358400
26,599,0,1357776000
26,134,1,1374624000
26,494,2,1375142400
26,1586,3,1386806400
26,632,4,1389484800
26,49,5,1389744000
26,325,6,1389830400
26,1052,7,1389830400
26,574,8,1389830400
26,1325,9,1389830400
26,47,10,1389830400
26,526,11,1389830400
26,963,12,1389830400
26,859,13,1389830400
26,1401,14,1389830400
26,1210,15,1391644800
26,966,16,1391644800
26,907,17,1391644800
26,2077,18,1394409600
26,1437,19,1405987200
27,1318,0,1383264000
27,2288,1,1383264000
27,599,2,1403740800
27,536,3,1403740800
27,1230,4,1403740800
28,519,0,1305504000
28,1377,1,1311638400
28,269,2,1313452800
28,1091,3,1313712000
28,792,4,1315440000
28,599,5,1316649600
28,88,6,1366588800
29,599,0,1380672000
29,2070,1,1380672000
29,1617,2,1380672000
29,1226,3,1380672000
29,903,4,1380672000
29,134,5,1395705600
29,1451,6,1395705600
29,250,7,1396051200
30,599,0,1099008000
30,1804,1,1118188800
30,1707,2,1148342400
30,16,3,1262390400
30,603,4,1273190400
30,10,5,1276732800
30,95,6,1283731200
30,76,7,1287187200
30,44,8,1311552000
30,32,9,1311897600
30,102,10,1331510400
30,384,11,1347926400
30,358,12,1363824000
30,213,13,1403136000
30,272,14,1404086400
31,801,0,1327276800
31,1337,1,1387843200
31,493,2,1387843200
31,574,3,1388188800
31,1942,4,1388188800
31,599,5,1393027200
32,599,0,1344988800
32,594,1,1344988800
32,1876,2,1346198400
32,897,3,1346198400
32,2248,4,1364169600
32,922,5,1364169600
32,462,6,1404604800
33,905,0,1222214400
33,33,1,1263513600
33,43,2,1263513600
33,27,3,1263513600
33,599,4,1269820800
33,1385,5,1276646400
33,10,6,1276646400
33,85,7,1279152000
33,1561,8,1279152000
33,53,9,1284595200
33,66,10,1295395200
33,89,11,1316044800
33,594,12,1316044800
33,200,13,1323820800
33,227,14,1350432000
33,195,15,1375574400
33,789,16,1386547200
33,189,17,1389916800
33,341,18,1391385600
33,453,19,1392854400
33,31,20,1396224000
33,234,21,1403049600
33,183,22,1403049600
33,1064,23,1403740800
33,491,24,1403827200
33,261,25,1403913600
33,503,26,1404345600
34,7,0,1258934400
34,9,1,1259366400
34,6,2,1260230400
34,268,3,1287187200
34,171,4,1289865600
34,135,5,1293667200
34,463,6,1294790400
34,5,7,1329868800
34,350,8,1340150400
34,119,9,1345507200
34,105,10,1354233600
34,370,11,1364256000
34,455,12,1364342400
34,339,13,1369267200
34,306,14,1369440000
34,1637,15,1371686400
34,541,16,1372636800
34,1166,17,1373500800
34,193,18,1374796800
34,2233,19,1377129600
34,890,20,1378684800
34,3,21,1378684800
34,762,22,1381622400
34,238,23,1382313600
34,787,24,1385769600
34,1535,25,1390348800
34,371,26,1390348800
34,301,27,1390348800
34,667,28,1390953600
34,471,29,1390953600
34,535,30,1390953600
34,515,31,1391040000
34,706,32,1393804800
34,39,33,1393891200
34,291,34,1399766400
34,2097,35,1400112000
34,599,36,1401321600
35,1638,0,1372809600
35,599,1,1374019200
35,642,2,1374019200
35,704,3,1403740800
35,746,4,1403740800
36,2304,0,1355356800
36,378,1,1360022400
36,273,2,1366848000
36,1178,3,1368316800
36,599,4,1372809600
36,2067,5,1379721600
36,1211,6,1379721600
37,599,0,1355702400
37,1577,1,1358640000
37,843,2,1378771200
37,1821,3,1378771200
37,1663,4,1378771200
38,41,0,1307318400
38,694,1,1347321600
38,760,2,1363737600
38,599,3,1376956800
38,340,4,1381363200
38,288,5,1381449600
38,45,6,1381449600
38,145,7,1381968000
38,146,8,1381968000
38,153,9,1388880000
38,162,10,1388880000
38,35,11,1402272000
38,114,12,1403049600
38,167,13,1403049600
38,181,14,1403049600
38,92,15,1403049600
39,1203,0,1159660800
39,1855,1,1174003200
39,1007,2,1249603200
39,1345,3,1249603200
39,507,4,1260144000
39,1953,5,1296432000
40,909,0,1376438400
40,2339,1,1376438400
40,1203,2,1386806400
40,1220,3,1386806400
40,1454,4,1399680000
40,1332,5,1399680000
40,538,6,1404000000
40,539,7,1404000000
41,2105,0,1077667200
41,886,1,1392163200
41,476,2,1403222400
41,1203,3,1404000000
41,572,4,1404691200
42,1203,0,1071532800
42,900,1,1208736000
42,1359,2,1214784000
42,1488,3,1217894400
42,2145,4,1221264000
42,1705,5,1252108800
42,527,6,1252108800
42,778,7,1257379200
42,9,8,1259798400
42,14,9,1260316800
42,214,10,1278201600
42,93,11,1278201600
42,10,12,1278201600
42,38,13,1280534400
42,274,14,1286064000
42,121,15,1293580800
42,161,16,1296691200
42,59,17,1299196800
42,1578,18,1301097600
42,2358,19,1304294400
42,1185,20,1308873600
42,689,21,1312588800
42,201,22,1314921600
42,128,23,1318032000
42,20,24,1328313600
42,644,25,1339286400
42,469,26,1341187200
42,1328,27,1345248000
42,393,28,1345939200
42,399,29,1345939200
42,2034,30,1355702400
42,378,31,1359504000
42,69,32,1359763200
42,22,33,1359763200
42,156,34,1367625600
42,187,35,1367625600
42,394,36,1394236800
42,803,37,1400889600
42,148,38,1404000000
43,524,0,1344556800
43,61,1,1345939200
43,747,2,1356652800
43,1133,3,1359936000
43,548,4,1360454400
43,1203,5,1362096000
44,1203,0,1365120000
44,123,1,1365120000
44,495,2,1365120000
44,1286,3,1380412800
44,1769,4,1380412800
44,2317,5,1384560000
45,1203,0,1366329600
45,1624,1,1398297600
45,1696,2,1400112000
45,495,3,1400112000
45,508,4,1400112000
46,795,0,1352678400
46,1203,1,1352851200
46,1518,2,1352851200
46,1693,3,1352851200
46,2326,4,1352851200
47,1203,0,1383177600
47,1976,1,1383177600
47,648,2,1383177600
47,565,3,1383177600
47,1030,4,1383177600
48,1203,0,1294876800
48,1415,1,1305849600
48,913,2,1305936000
48,1024,3,1310774400
48,1304,4,1324425600
48,276,5,1324598400
48,876,6,1359072000
49,355,0,1317427200
49,1221,1,1317427200
49,2132,2,1330387200
49,2259,3,1345248000
49,2071,4,1350864000
49,1668,5,1351468800
49,325,6,1353456000
49,839,7,1356825600
49,1519,8,1363651200
49,1076,9,1363651200
49,1592,10,1363996800
49,1963,11,1365206400
49,1252,12,1366848000
49,1112,13,1376179200
49,1272,14,1384819200
49,616,15,1386115200
49,801,16,1388880000
49,1228,17,1391990400
49,294,18,1393286400
49,589,19,1397865600
50,63,0,1249430400
50,43,1,1253836800
50,16,2,1261612800
50,251,3,1261612800
50,6,4,1264723200
50,12,5,1264723200
50,239,6,1269388800
50,1,7,1277510400
50,249,8,1279756800
50,133,9,1281139200
50,109,10,1281139200
50,142,11,1282608000
50,116,12,1282780800
50,355,13,1288310400
50,24,14,1288828800
50,90,15,1288828800
50,416,16,1288828800
50,433,17,1292630400
50,731,18,1293840000
50,129,19,1300579200
50,89,20,1303344000
50,510,21,1307836800
50,40,22,1307836800
50,29,23,1309219200
50,101,24,1311465600
50,57,25,1315180800
50,28,26,1315180800
50,382,27,1319587200
50,131,28,1320278400
50,20,29,1323648000
50,157,30,1327276800
50,186,31,1337731200
50,617,32,1337731200
50,524,33,1338595200
50,195,34,1373500800
50,72,35,1377475200
50,229,36,1377475200
50,767,37,1385251200
50,275,38,1400284800
50,215,39,1401840000
51,1069,0,1176940800
51,100,1,1254700800
51,7,2,1261008000
51,55,3,1263859200
51,12,4,1263859200
51,83,5,1268524800
51,239,6,1274140800
51,1,7,1278115200
51,208,8,1289433600
51,2,9,1289952000
51,355,10,1291852800
51,66,11,1292371200
51,123,12,1298332800
51,13,13,1298505600
51,265,14,1305676800
51,246,15,1306368000
51,67,16,1306368000
51,30,17,1316044800
51,249,18,1316649600
51,28,19,1318896000
51,414,20,1321488000
51,401,21,1335398400
51,71,22,1335398400
51,644,23,1344297600
51,87,24,1350518400
51,662,25,1367366400
51,430,26,1368489600
51,278,27,1374883200
51,418,28,1392508800
51,45,29,1393459200
51,373,30,1393459200
51,141,31,1395187200
51,301,32,1395187200
51,502,33,1400112000
51,130,34,1403049600
51,183,35,1403136000
51,289,36,1403136000
51,311,37,1404345600
52,128,0,1252540800
52,142,1,1282780800
52,579,2,1300838400
52,118,3,1317168000
52,355,4,1324512000
53,2143,0,1262390400
53,1465,1,1262563200
53,507,2,1262563200
53,237,3,1264809600
53,133,4,1285372800
53,269,5,1289001600
53,355,6,1292457600
53,1611,7,1297728000
53,2094,8,1297728000
53,127,9,1300579200
53,170,10,1304208000
53,359,11,1304208000
53,209,12,1306800000
53,2134,13,1330128000
53,343,14,1343174400
53,1394,15,1347235200
53,1047,16,1368057600
53,247,17,1387324800
53,979,18,1404345600
53,628,19,1404345600
54,1142,0,1209772800
54,887,1,1246147200
54,65,2,1248566400
54,63,3,1248566400
54,7,4,1260576000
54,12,5,1261699200
54,166,6,1270166400
54,218,7,1270166400
54,4,8,1277769600
54,1,9,1277856000
54,68,10,1280534400
54,38,11,1283904000
54,225,12,1285977600
54,355,13,1289347200
54,516,14,1296086400
54,170,15,1298937600
54,180,16,1301356800
54,199,17,1301356800
54,509,18,1304380800
54,263,19,1304640000
54,32,20,1312329600
54,84,21,1325462400
54,2306,22,1357862400
54,278,23,1373328000
54,72,24,1375401600
54,465,25,1391126400
54,486,26,1391126400
54,300,27,1391126400
54,3,28,1395964800
54,173,29,1398556800
54,799,30,1400112000
55,3,0,1246579200
55,26,1,1254355200
55,1495,2,1277164800
55,85,3,1278460800
55,38,4,1281312000
55,439,5,1282176000
55,355,6,1290470400
55,66,7,1291420800
55,37,8,1309824000
55,417,9,1346630400
55,2006,10,1373068800
55,171,11,1391385600
55,1080,12,1391644800
56,60,0,1277251200
56,355,1,1289692800
56,34,2,1324252800
56,154,3,1393804800
56,724,4,1399334400
57,14,0,1260316800
57,107,1,1262476800
57,1292,2,1290038400
57,355,3,1291766400
57,155,4,1301529600
57,191,5,1302998400
57,904,6,1304467200
57,144,7,1318982400
57,58,8,1352937600
57,513,9,1375315200
57,762,10,1381104000
57,163,11,1390348800
57,623,12,1391472000
57,1174,13,1394064000
57,207,14,1394755200
57,283,15,1398297600
57,159,16,1398297600
57,2125,17,1399593600
57,309,18,1399593600
57,213,19,1399593600
57,216,20,1401753600
57,536,21,1402185600
58,1486,0,1163980800
58,330,1,1234828800
58,100,2,1254873600
58,9,3,1259020800
58,107,4,1263945600
58,48,5,1272153600
58,15,6,1272153600
58,10,7,1274918400
58,23,8,1275436800
58,73,9,1275609600
58,81,10,1289088000
58,208,11,1289088000
58,355,12,1289174400
58,1104,13,1292457600
58,59,14,1299283200
58,592,15,1300233600
58,155,16,1301616000
58,184,17,1305072000
58,276,18,1310169600
58,367,19,1314921600
58,30,20,1316390400
58,82,21,1319068800
58,5,22,1332633600
58,401,23,1343174400
58,87,24,1346371200
58,331,25,1347148800
58,54,26,1349654400
58,695,27,1358467200
59,1156,0,1251504000
59,9,1,1259798400
59,16,2,1261699200
59,93,3,1277856000
59,1,4,1278547200
59,355,5,1288656000
59,19,6,1288656000
59,825,7,1358899200
60,1069,0,1193875200
60,330,1,1243641600
60,9,2,1260316800
60,43,3,1262044800
60,107,4,1262044800
60,15,5,1272585600
60,2,6,1272585600
60,1,7,1278201600
60,249,8,1279756800
60,85,9,1281398400
60,282,10,1285632000
60,76,11,1285632000
60,21,12,1291161600
60,355,13,1292284800
60,161,14,1297900800
60,54,15,1300320000
60,191,16,1303257600
60,684,17,1306368000
60,757,18,1307577600
60,40,19,1307577600
60,650,20,1310947200
60,32,21,1313625600
60,209,22,1313625600
60,399,23,1313625600
60,103,24,1317513600
60,314,25,1326758400
60,126,26,1326758400
60,511,27,1332547200
60,695,28,1332547200
60,338,29,1367452800
60,280,30,1370217600
60,322,31,1370217600
60,111,32,1372809600
60,441,33,1375228800
60,203,34,1375920000
60,328,35,1381190400
60,362,36,1393804800
60,569,37,1396224000
60,234,38,1398729600
60,729,39,1398729600
61,109,0,1280534400
61,81,1,1285200000
61,1411,2,1288137600
61,355,3,1288742400
61,435,4,1299196800
61,89,5,1301788800
61,253,6,1335657600
62,100,0,1254960000
62,198,1,1254960000
62,7,2,1260489600
62,1956,3,1274659200
62,1495,4,1276646400
62,60,5,1277683200
62,411,6,1282176000
62,116,7,1282867200
62,38,8,1283817600
62,355,9,1291334400
62,21,10,1291334400
62,450,11,1291334400
62,193,12,1369440000
63,26,0,1255651200
63,198,1,1255651200
63,13,2,1264636800
63,214,3,1282780800
63,293,4,1285200000
63,90,5,1287792000
63,355,6,1294012800
63,433,7,1294012800
63,294,8,1294012800
63,121,9,1294012800
63,66,10,1294012800
63,424,11,1296777600
63,161,12,1296777600
63,509,13,1304467200
63,67,14,1311292800
63,101,15,1314576000
63,28,16,1321920000
63,200,17,1327795200
63,126,18,1327795200
63,400,19,1331769600
63,98,20,1353801600
63,91,21,1357603200
63,241,22,1395273600
64,1074,0,1259712000
64,2,1,1273017600
64,1,2,1277164800
64,93,3,1278633600
64,24,4,1288224000
64,355,5,1289952000
64,123,6,1299283200
64,317,7,1299283200
64,59,8,1299888000
64,89,9,1301875200
64,815,10,1306368000
64,118,11,1316995200
64,186,12,1338508800
64,18,13,1344124800
64,348,14,1357344000
64,555,15,1367280000
64,960,16,1389312000
64,471,17,1391212800
64,316,18,1398729600
64,946,19,1403913600
64,374,20,1404000000
65,679,0,1217116800
65,645,1,1251590400
65,854,2,1261267200
65,1501,3,1261440000
65,12,4,1261612800
65,94,5,1270080000
65,269,6,1271376000
65,237,7,1273795200
65,73,8,1276646400
65,60,9,1277164800
65,112,10,1279584000
65,355,11,1282176000
65,53,12,1284595200
65,1334,13,1294876800
65,210,14,1340928000
65,343,15,1343174400
65,991,16,1353628800
65,2239,17,1354579200
65,1423,18,1359676800
65,479,19,1364428800
65,519,20,1365206400
65,783,21,1365811200
65,337,22,1371859200
65,238,23,1382140800
65,1376,24,1383609600
65,179,25,1385769600
65,2001,26,1386720000
65,2093,27,1390435200
65,25,28,1390867200
65,241,29,1393632000
65,164,30,1398124800
66,1850,0,1390176000
66,2001,1,1390176000
66,1441,2,1390176000
66,355,3,1399593600
66,2094,4,1399593600
67,416,0,1288310400
67,355,1,1295481600
67,1573,2,1296259200
67,498,3,1332892800
67,467,4,1332892800
67,295,5,1360713600
67,22,6,1360713600
67,666,7,1380153600
67,767,8,1387324800
67,300,9,1392076800
67,440,10,1393545600
67,56,11,1397088000
68,1835,0,1262822400
68,898,1,1308009600
68,747,2,1317859200
68,477,3,1330300800
68,2360,4,1330992000
68,355,5,1332806400
68,984,6,1333584000
68,474,7,1339372800
68,956,8,1340496000
68,1763,9,1345075200
68,496,10,1347062400
68,1398,11,1387238400
69,355,0,1288224000
69,357,1,1293840000
69,117,2,1296086400
69,611,3,1298505600
69,962,4,1306108800
69,136,5,1308787200
69,411,6,1340582400
69,87,7,1346457600
69,54,8,1349481600
69,432,9,1367798400
69,323,10,1368662400
69,250,11,1392595200
69,34,12,1400889600
70,63,0,1248220800
70,355,1,1293062400
70,1578,2,1302739200
70,861,3,1316563200
70,781,4,1319587200
70,20,5,1328140800
70,383,6,1332201600
70,401,7,1335484800
70,646,8,1337644800
70,77,9,1353456000
70,78,10,1353456000
70,69,11,1358985600
70,760,12,1361836800
70,370,13,1363996800
70,22,14,1364083200
70,279,15,1366675200
70,388,16,1366675200
70,138,17,1389744000
70,547,18,1394409600
70,25,19,1395014400
70,64,20,1395532800
70,502,21,1396051200
71,1341,0,1141948800
71,2285,1,1268006400
71,1095,2,1268006400
71,355,3,1288742400
71,716,4,1306281600
72,3,0,1246406400
72,685,1,1256774400
72,9,2,1259452800
72,55,3,1259625600
72,36,4,1259712000
72,43,5,1261872000
72,14,6,1261958400
72,8,7,1270252800
72,15,8,1272412800
72,2,9,1272412800
72,271,10,1275436800
72,53,11,1282694400
72,11,12,1285545600
72,268,13,1285545600
72,19,14,1288828800
72,76,15,1290902400
72,21,16,1290902400
72,355,17,1291334400
72,62,18,1293062400
72,639,19,1293408000
72,202,20,1298937600
72,701,21,1306886400
72,423,22,1306886400
72,131,23,1322179200
72,20,24,1327968000
72,69,25,1359072000
72,22,26,1359244800
72,31,27,1367193600
72,280,28,1369785600
72,212,29,1382832000
73,135,0,1282867200
73,116,1,1282867200
73,355,2,1290470400
73,450,3,1290470400
73,208,4,1290470400
73,400,5,1317945600
73,213,6,1404950400
74,1073,0,1224633600
74,116,1,1284422400
74,24,2,1292284800
74,355,3,1297468800
74,1989,4,1297468800
74,80,5,1305590400
74,40,6,1307491200
74,143,7,1307577600
74,105,8,1356998400
74,64,9,1379376000
74,207,10,1396742400
74,174,11,1397606400
74,547,12,1397692800
74,167,13,1398902400
74,51,14,1398902400
75,255,0,1262476800
75,6,1,1265068800
75,166,2,1271289600
75,8,3,1275004800
75,10,4,1282089600
75,355,5,1292457600
75,2,6,1292457600
75,1689,7,1308873600
75,32,8,1312416000
75,28,9,1320710400
75,240,10,1403481600
76,1955,0,1258848000
76,1609,1,1279929600
76,688,2,1337040000
76,196,3,1354579200
76,536,4,1357257600
76,94,5,1357257600
76,1699,6,1357257600
76,901,7,1357257600
76,236,8,1357257600
76,1163,9,1357257600
76,1098,10,1357257600
76,217,11,1360627200
76,355,12,1369699200
76,2094,13,1369699200
76,1522,14,1381536000
77,14,0,1259107200
77,26,1,1259107200
77,43,2,1263600000
77,4,3,1277424000
77,60,4,1277424000
77,10,5,1279152000
77,460,6,1281484800
77,1,7,1281484800
77,68,8,1281484800
77,55,9,1281484800
77,355,10,1289865600
77,433,11,1289865600
77,13,12,1289865600
77,123,13,1300320000
77,40,14,1308182400
77,402,15,1324425600
77,186,16,1340236800
77,87,17,1348099200
77,105,18,1355356800
77,98,19,1357862400
